label	text
OFF	@USER Hope he is enjoying himself while he can:rolling on the floor laughing:
NOT	@USER @USER Compare the coffers of Greg “photo op guy” Walden and Jamie McCleod Skinner and you’ll see that his treasure chest is in the millions from NRA and telecom industry Anti-fair and open internet Anti REASONABLE gun control measures For exploiting public lands
NOT	@USER Bitchhh :loudly crying face::loudly crying face::loudly crying face::loudly crying face: she was suppose to order some oatmeal
OFF	@USER Yeah my exact thoughts here Real uphill climb tho to get people to stop saying dumb shit on the internet
OFF	@USER @USER He is seething You can see it in his eyes and hear it in his voice Obama was a failed president in every sense of the word #MAGA #KAG :locomotive::United States::United States::United States::United States::United States::United States::United States:
NOT	@USER So what about your antifa children harassing and threatening members of congress at their homes? Or is that different?
NOT	@USER @USER She’s so far up in the clouds she’s long since forgotten what common sense is let alone how the American people feel she’s just another Michael Bloomberg trying to push her views on everyone else and the state she represents
NOT	@USER @USER The President despite all of Woodward book of lies and you and Barrack has done so far a tremendous job we are respected again our economy is not longer the animic less than 2  and our enemies fear us again John you and Barrack r History
NOT	@USER @USER @USER Honestly i think she should concentrate more on her acting career rather than twitter she is fantastic actress but all these twitter comments and political comments will only divert her focus kuch toh log kahenge unko kaam hai kehna
NOT	@USER He’s lying
OFF	@USER Antifa thugs remind me of orcs if they are stupid enough to try and take someones firearm i wouldn t be surprised if its an orc who is thrown in a dumpster
OFF	@USER @USER The FASCISTS are Anti-American Communist Scum like yourself Now go Fuck Yourself you piece of human garbage USA #MAGA ANTIFA are Terrorists
OFF	@USER She will be remembered as the witch that used her genitalia to make a false claim against a good man b c she is a die-hard democrat that hates republicans so much She is willing to ruin a good mans name all in the name of power Democrats are crying wolf way too many
OFF	@USER Brennan is a disgrace-without a clearance :grinning face with big eyes:
OFF	@USER @USER Is that the only attorney general in our history to be held in contempt????
OFF	ANTIFA is a domestic terrorist organization that leeches off of George Soros s money They are a domestic terrorist organization that uses intimidation  amp; violence to spread their ideology
NOT	@USER which is why im loving all this shit right now LOL
OFF	@USER no one attacked Kavanope We are allowed to question liars He is secretive and He lied under oath What more do you need?
NOT	@USER No it’s not
OFF	@USER @USER Rubio sat through a 2-hour town hall in February answering questions from the public about gun control from people whose friends and children had just been murdered That takes more courage than grandstanding and lying in a stupid hearing
OFF	@USER @USER @USER We all know it’s not even close to bribery She’s using that term to defend her disgusting and disgraceful decision to vote with her party over the American people I have to wonder how much she is getting paid for the yes vote
NOT	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Because of Antifa :woman shrugging:
OFF	@USER @USER Another Democrat scam Republicans don t fund terrorist groups like ANTIFA to threaten people but go ahead make it look real
NOT	@USER @USER @USER @USER That s different because it s a panel show I m talking about Paul Golding actually being a news anchor We d end up with a British Tucker Carlson
NOT	@USER Your mind is still not accepting that the federal government belongs to PTI of which you are member of NA
NOT	@USER He is so beautiful there
OFF	@USER This is a premeditated attack by Democratic liberals and she is being rehearsed Enough of the scam show Vote Kavanaugh to SC
NOT	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER I thought the whole world knew Liberals would never answer factual questions If they adhered to Truth they’d never will another election
NOT	@USER i am a lot older than she is
NOT	@USER He is looking for a place to hide
NOT	@USER Here she is @USER :disappointed face:
OFF	@USER Evidently she s as big a narcissist as he is
OFF	@USER @USER Great and I’m certainly anti fascist but the group antifa is the most fascist and violent groups in America in case you hadn’t noticed and associated with the largest hate group in America the democratic party
NOT	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Had all but one Agreed EVERY one of these MAGA patriots is a must follow Let s do this together for our great nation in 2018 Then repeat in 2020 and 2022
NOT	@USER @USER If you don t think everybody wants to be rich sadly you are lying to yourself Pretending otherwise is simply an excuse to settle Nothing wrong with settling but to dismiss those who want more for themselves as greedy is disingenuous
NOT	@USER @USER Liberals love to hype the Crouton as a financial genius but much of his success was due to downloading costs to the prov raiding the EI surplus etc That said you use the tools you have in the box and I give him props as a decent steward of the public purse
NOT	@USER pffft the new tweet just keeps wondering around the interface
OFF	@USER Watched the press conf with Trump and heard him say how much we will make when Poland pays us to put in a military base He is a dottering demented fool who really believes that his goal is for America to make money You hear it in all he says This isn’t a hotel
NOT	@USER @USER @USER Think she is one of the Demoncrats Hard to imagine that a sane or living) person would vote for her
NOT	@USER This man is one of the most intelligent highly accomplished Black men in the USA yet White Liberals  amp; the Old Order his words) have been successfully able to have him disowned by his own people No Black child looks up to this man for inspiration bc to them he doesn t exist URL
NOT	@USER @USER @USER Liberals media won t report it
OFF	@USER @USER SHE IS A FUCKING MESS I HATE HER SO MUCH
NOT	@USER She is telling to be best to students Wow What a role model she is
OFF	@USER @USER ERIC HOLDER IS A FILTHY MAGGOT URL
OFF	@USER @USER Yeah and guess what helped DC become Not the Murder Capital of the World? Gun control It works
NOT	54 factory workers shot dead in Oklahoma with WASR-10 Century Arms rifle The NRA blames gun control laws
OFF	Probably indoctrinating #MAGA URL
OFF	Shame on @USER @USER @USER @USER @USER and all the rest of the left wing media that are not doing their jobs and purposely looking the other way This is the best example yet of their #FakeNews bias #MAGA #WalkAway from the bias and corruption of the left URL
NOT	@USER @USER The definition of snowflake
NOT	@USER And everyone knows that Kerry doesn t have a clue Heard that from numerous anonymous sources who also say he is not sane That s what the sources say
NOT	@USER @USER If he is innocent he should be vindicated and there should be penalties for false accusations also
NOT	@USER And the media will simply not calm down and just report normally and let the folks decide They are a propaganda arm of one party and anyone who disagrees with their doctrine is dismissed as evil and worthy of the Auntie Maxine or ANTIFA treatment or worse
NOT	@USER Let’s Geaux Tigers Prove yourselves you are worthy Show the Nation :tiger face:
NOT	@USER @USER #MAGA said I
NOT	@USER Dump MasterCard
NOT	@USER @USER @USER @USER @USER @USER @USER @USER Idk can we?
OFF	@USER @USER What a waste of one’s short life :man shrugging light skin tone::United States:
NOT	@USER @USER long live satire - if we cannot cut to the truth in this way then we may as well call it a day :thinking face::smiling face with sunglasses::OK hand:
OFF	@USER I am definitely for antifa members getting themselves killed
OFF	@USER @USER It says everything When your principles hang on the fraudulent word of a porn performer What integrity have you got left?
OFF	@USER Bigly lol bigly? He didnt won he was elected by the people of the united states ahole what he ll are you referring to? Antifa fools that get their asses kicked vagina hats lol pathetic ass
OFF	@USER @USER I am talking about your comment that Nick was a fascist Brittany means nothing to me So like I said are you Antifa?
OFF	@USER The facts of the matter are very plain  amp; basic This has never happened before in recorded history or on other similarly hit islands in the area The fact it happened on Donald Trump s watch is unsurprising He did not support them He is an abject failure and should be dismissed
NOT	@USER I can t drink URL
OFF	@USER @USER No Kim you are a failure and your whole life has been
NOT	@USER looks like antifa
NOT	@USER @USER Then she should step down It s not about her She was elected by liberals She has power cuz of liberals
NOT	@USER @USER @USER White cops are called racists by mobs and liberals daily
NOT	19 Probably John Adams I d love a chance to talk to a founding father and ask them about gun control
OFF	@USER @USER @USER Bad people don’t obey the law There are many more guns in circulation in North America than there are people Gun control is liberal mind masturbation
OFF	@USER True point Gun control is total bullshit
NOT	@USER Yes and give you energy naturally Keeps you hydrated
NOT	@USER @USER why bore me with something that don t mean nothing at all what she done in the past and who she is now Wow she wore tracksuit she probably would of warn many of things?
OFF	@USER Ooooo Damn Looks like a Rainbow All Pretty And Shit
NOT	@USER Keep voting for liberals and this is the future
OFF	@USER @USER Just like gun control will not keep guns from the hands of criminals
NOT	@USER @USER @USER @USER You quoted a group that associates themselves with Antifa anarchists Does that make you an anarchist Antifa? No and it s weird I have to explain that to an adult You made the strange jump that if a TP USA person works for an org that Milo works for TP USA is alt right?
OFF	@USER Why is she under the white hot spotlight? SHE IS the victim of this Trump like abusive animal #StopKavanaughNow
NOT	@USER He is untreatable
NOT	@USER Credible only to looney liberals
NOT	@USER @USER Now I see why the Conservatives love him
NOT	@USER you are my favorite person on earth just so you know If you’re ever hungry and want some food I bought a 40 count of bagel bites from steel yard Walmart and I won’t be able to eat them all by myself so please keep that in mind
NOT	@USER Not a classical music fan?
OFF	@USER MAGA= Mushrooms are growing again
NOT	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER so you are saying the authors of these articles are not representative of the message of most liberals?
NOT	@USER YOU CAN T TELL ME WHAT THE FUCK I CAN AND CAN T DO whips out binoculars
OFF	@USER @USER You are whoring yourself out for NRA $$
NOT	@USER thoughts on Sandy Alcantara? Seems like he is pitching well
OFF	@USER Absolutely NFW
OFF	@USER @USER You nailed that ass
NOT	@USER @USER takes a break from fluffing the @USER
NOT	@USER ANTIFA hides their identity behind ski masks We are living in such times
NOT	@USER @USER @USER @USER @USER Lmao He’ll be confirmed on schedule Then we start the very short clock on RBG And 1 or 2 or 3 more in the next 6 5 years Along with another 30-40  lower court appointments The democrat destruction over the last 10 years has been epic And hilarious #maga
OFF	The only reason they call them common sense is because they don t know what they want and are just hopping on the bandwagon #MAGA #2ADefenders #TrumpTime URL
NOT	#Spanish #unjustice vs #FreedomOfExpression and #HumanRights #Spain is a #fakedemocracy @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER #cddr #shameonSpain @USER @USER URL
NOT	@USER @USER I’m glad you do babe I kiss you back) now let’s get going you are coming tomorrow to the final right babe
NOT	@USER @USER @USER @USER My therapist had a baby in August so been seeing a sub She is very good at it but my real therapist is wonderful Has helped me so much
NOT	@USER @USER @USER Obvious to whom? Only to those who do not clean up the inside of their cup You see skin color b c you are projecting onto others many do not live their lives being or seeing color Many of us have mixed families- How does that fit into your b s conclusion? URL
OFF	A bitch just be minding her business :person tipping hand medium skin tone::face with tears of joy:
NOT	@USER @USER @USER It seems to me that she is the one that has no real idea what she went through or whether or not she actually went through anything negative involving Judge Kavanaugh Her recollections are vague at best with absolutely zero corroboration You are supporting a dangerous precedent
OFF	@USER Another Fraud Senator from the Left
OFF	@USER @USER When the abuser projects Look in the mirror Mark - you are crazy  amp; angry
OFF	@USER @USER @USER @USER @USER @USER @USER @USER @USER So the AR-15 is a fully semi-automatic assault rifle gun control works and Donald Trump is racist?
OFF	@USER A dying sport
OFF	@USER @USER @USER God forbid construction workers would be able to earn a decent wage Liberals want the working class poor and quiet
OFF	@USER Yet this kids in chicago killing each other daily cause u doing so much good in your home state with gun control right?
OFF	@USER I am a survivor of sexual abuse This woman is obviously lying Believe me you remember every detail It s so obvious these woman only come forward to hurt conservatives But who they truly are hurting is innocent men and women who really have been abused She should be ashamed
NOT	@USER @USER Liberals apparently think NO ONE has rights unless having those rights furthers the leftist agenda I see it again and again and again
NOT	@USER @USER Andy Like ur reflex use of cliches n slogans U must practice a lot Have u thort of writing for a greeting card company?
NOT	@USER @USER you people are so laughable leave them alone she is gonna be great
NOT	@USER And now Tyler is going out of his way to assure Haleigh she is staying this week :rolling on the floor laughing: where is this “immaculate” game play you claim? Pathetic jury management more like URL
NOT	@USER Looks like my Sylvester and he looks like a skunk Love him to pieces though He is so sweet My girl cat has a unique personality She is sweet but has her moments
NOT	@USER @USER @USER @USER @USER You challenged libtards im here my thoughts on gun control are simple assault weapons should be banned for civilians I don t remember 17- 59 people murdered in 20 with a hammer I own a hand gun for protection i support our 2nd amendment
NOT	@USER @USER @USER Why do you think? It really doesn t matter who she s representing We know it s not the people By extension we know she lies pretending she is weighing the evidence She is always only looking for an excuse for her votes supporting whoever owns her
NOT	1) This argument that boyhood does not deserve scrutiny only seems to apply to white boys  amp; men of high socioeconomic status Kavanaugh should be judged for who he is today influential political voices mostly conservatives argue not what he supposedly did in high school
OFF	@USER @USER @USER Do not CANCEL the vote on Kavanaugh Do not fall prey to the lying filthy liberals Tell Flake to shut up America is sick of this BS from the left
OFF	@USER The Democrats do not care they are out to destroy does not matter just so they are Republicans  amp; Conservatives :exclamation question mark:
OFF	@USER A band of liars Eric has a big L on his forehead He is so disgusting Who votes for these people or don t they really it has to be rigged
NOT	@USER @USER @USER you are very creative :)
OFF	@USER Better Call Cruz is as slimy a piece of the perverted former GOP and a prime example of why those used to be decent Republican Conservatives need to VOTE For BETO
OFF	@USER Joe Scarborough still hasn t answered for the young woman that was found dead on his office He is s lying chickenshit
NOT	@USER Hana  amp; Hina After School It’s an LGBT love story and I got it for my best friend and read half and the next day went back to the comic con and bought myself the series :face with tears of joy:
NOT	@USER If gun control worked Chicago would be a safe place It isn’t If national gun control worked Mexico would be a safe place It isn’t Don’t believe the lyes Did alcohol prohibition work? No Did drug prohibition work? No Will gun prohibition work? No
NOT	@USER Anti abortion is not about the sanctity of life Its about the subjugation of women If it was about life then the paradox you point out would not exist and gun control would be pursued
NOT	@USER gender isn’t the same as sexuality but :thinking face: you tried also i’m trans so johnny’s trans if i say he is thanks
OFF	@USER You are a bad ass Keep fighting for us :two hearts:
OFF	@USER @USER @USER Check this ad out Super creepy People are pointing out a disturbing problem with this Republican election ad URL
NOT	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Hey we just want everyone to know that you are for POTUS and :United States: #MAGA :United States::United States::beaming face with smiling eyes::beaming face with smiling eyes::collision::collision::fire::fire::clapping hands::clapping hands::waving hand::waving hand::flexed biceps::flexed biceps::flexed biceps::OK hand::OK hand::thumbs up::thumbs up:
OFF	@USER Bitch I know My body is ready :face with tears of joy:
NOT	There is only ONE reason why Christine Blasey Ford won t testify against Kavanaugh; despite her serious allegations She can t testify UNDER OATH She ll be a willing Dem; but doesn t want to PERJURE herself LESS THAN 60 DAYS UNTIL NOV ELECTION #POTUS #Trump #MAGA #KAG #NEWS URL
NOT	@USER @USER @USER We are in this mess because people are stupid and lazy that s why the conservatives are in and she s screwing us over
OFF	@USER @USER Even Kavanaugh said Roe v Wade is a settled law She is spewing a narrative that does not exist Trump also said the same
NOT	@USER You are my only friend on twitter I joined this CIA NSA front group to keep the lion meat fresh But there are alternatives that are not enmeshed in the anal cavity of the Deep State Perhaps you might consider them I would switch in a NY heartbeat and close the account
NOT	@USER Someone needs to give this woman a puppy She is not enjoying life
OFF	@USER @USER And we pro Americans are embarrassed and sick of you anti America liberals There are plenty of countries with the lefts ideology already in place Move there
NOT	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Great list Ty Just a heads up I only fb MAGA profiles Please update your profile if I haven’t followed you back Let’s MAGA
NOT	@USER I like that primatives PERFECTLY describes the democrats and liberals #MeToo #Resist #Antifa
NOT	@USER Then support meaningful gun control and there wouldn t be atrocities like that to use? Don t want them raising money for good causes? Eliminate the disasters #trumpisamoron #Stopkavanaugh #NYTimesOpEdByQaNon
NOT	@USER @USER There ain t no MAGA hats sold here but that don t stop me from wanting to MAGA
NOT	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Awesome Q meme on that
NOT	@USER The voters have decided about gun control They have gotten bloodshed on a daily basis
OFF	@USER @USER Why? Plenty of people have taken a stance in favor of common sense gun control and it doesn t mean jack shit since they don t have a plan for common sense gun control Would it really help to have the ASB and ASA also spouting empty buzzwords?
OFF	@USER yup fooled antifa threw big ol fire pit rocks at mah truck called the cops said them commies dunnit neat lawyer trick huh URL
NOT	@USER Follback
OFF	@USER Yes as fuck
NOT	@USER @USER The same left-wing lie The Economist seems a teenage antifa Facebook post URL
NOT	@USER @USER he is my ultimate bias
NOT	@USER i think she is lying
NOT	@USER there is a point where even liberals must question motives
OFF	@USER @USER MY FACE WAS SO CLOSE TO THE CONCRETE BITCH I COULDVE PROBABLY STUCK MY TONGUE OUT AND LICK IT
NOT	@USER She is my favorite person
NOT	@USER @USER She is referring to Briefs underwear or as the white folks say tighty whities
NOT	@USER @USER Do not donate She is picking and choosing who she donates to Being reported
OFF	@USER Bizarre story and more to it once she is charged formally Glad she is off the streets and certainly concerned if there are more clueless cops like her out there “protecting” us
NOT	#Liberals behave as if laws and rules are for other people #Canada needs to rid itself of their corruption URL
NOT	@USER Loll he is
NOT	#Liberals don t like to be pushed around #Conservatives aren t supposed to be autocratic we are You know you re winning when they re shouting exceeds their understanding of rules based law Best way to watch Liberals heads explode is for Cons to be more unpredictable URL
NOT	@USER @USER No liberals calling for @USER to resign URL
OFF	@USER Elon sometimes opens his mouth only to replace one foot with the other
NOT	@USER @USER @USER Seems I just read that somewhere w the words Liberals in place if trump supporters Plagarism@USER best
NOT	@USER @USER I don’t give a damn about a “tough” niggah :face with tears of joy:
NOT	@USER @USER @USER @USER Well he’s complimenting her body which she is clearly very proud of as she’s naked in every episode
NOT	@USER @USER @USER @USER @USER @USER @USER @USER @USER Poetic words Comrade I m going to have them printed on T-Shirts soon to be available at the Antifa store URL
OFF	@USER and why do all the issues about Pc only focus on liberals What about conservatives on kneeling on fake patriotism Or Republicans freaking out over an abortion
NOT	@USER Funny thing I just asked a cop about this He said anybody trying to steal your weapon you have a rock solid case against for self defense On the other hand if the antifa shoots anybody they will get murder 1 because stealing a weapon is premeditation
NOT	@USER And the issue is much greater than gun control
OFF	@USER @USER If Obama s lips are moving then he is lying
NOT	@USER @USER @USER @USER @USER culture of our nation culture exists? what culture is that because it s not the American culture it once was
NOT	@USER @USER is arguing that gun control laws = a violation of people s rights Even the conservative Scalia specified that gun regulations are consistent w #2A and courts have repeatedly upheld most gun restrictions
NOT	@USER @USER @USER @USER @USER @USER Dirk isn t a plumber He is top 25 all time Dan Majerle and Danny Ainge shoudn t be mentioned in the same breath as him
NOT	@USER @USER WTF? Already thin D backfield just got thinner
NOT	@USER A letter she wrote was used as an exhibit by the ACLU in their lawsuit against the Trump administration on family separations at the border She sounds connected URL
NOT	@USER the war on honest conservatives-antifa
NOT	@USER @USER in the UK we are desperately trying to protect our National Health Service free at the point of delivery) from right wing conservatives who admire the American model
NOT	@USER He always was in on it
NOT	EVERYBODY:red heart::full moon face: ROY:guitar:AYERS-‘76:saxophone: URL @USER @USER @USER @USER #MAGA #Trump #USA @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER URL
NOT	@USER @USER He is not wrong
NOT	Judge Dismisses Lawsuit of Berkeley Student Injured at Protest of Yiannopoulos Event URL #TCOT #MAGA #RedNationRising
OFF	@USER @USER @USER We are calling you an operative Or Shill And more important a bigot for refusing to apologize for your actions to a woman just because she IS NOT a Scientologist You won’t even acknowledge what you did or defend or explain it despite how many times it has been asked already?
NOT	@USER Happening to Lecor and I where our frame rate is down by a decent amount and frame drops
OFF	#ExpectUs to work our asses off for #GunSenseCandidates @USER #GOTV #ThrowThemOut URL
OFF	@USER @USER Murda fucker
OFF	@USER Yeahhhhh I will admit to being a Destiny 1 Cayde Liker but God they just made him suck in 2
OFF	@USER @USER @USER @USER @USER @USER @USER @USER @USER They lie about firearms They call the AR-15 a fully semi-automatic assault rifle They push gun control They say Donald Trump is racist and hates Mexicans They say he colluded with Russia So yes they lie
NOT	@USER @USER I rode once in 2013 with Rebecca and she is so nice and such an Athlete :woman mountain biking::flexed biceps light skin tone:
OFF	@USER And then wana talk shit when you play something they don’t know but the song be fire and end up blowing up then later becomes they song :man facepalming medium-dark skin tone:
NOT	@USER @USER Holder s day is coming Soon
NOT	@USER @USER How s not going low been working for conservatives?
NOT	@USER it would mean so much of an amazing girl @USER could have some advice from you She is finally following her dream of being a photographer and would love some tips Her photos are amazing already so I know she is gonna be an even more amazing later on:face blowing a kiss:
OFF	@USER YOUR TRASH But she would have been A great coach if you wouldn t listen to zodiac But you are sagittarius you hate to be told what you can or cannot do Like the coach from Michigan wolverines hshshahhsjjjsjsjs You keep PRAYING now you hear
OFF	@USER WHAT I SAY ABOUT BEING A LITTLE PUSSY AND SAYING SHIT BEHIND PEOPLE S BACK
NOT	@USER @USER @USER Says the guy who thinks that Labor Australian equivalent of USA liberals) are socialists :face with rolling eyes:
OFF	@USER @USER @USER You are a sick person
NOT	@USER I better use some Tic Tacs just in case I start kissing her You know I’m automatically attracted to beautiful   I just start kissing them It’s like a magnet Just kiss I don’t even wait And when you’re a star they let you do it You can do anything
NOT	@USER You Sir are correct There are so many GOOD MEN She is completely out of line URL
NOT	AHH I MISS THEM SM :red heart::red heart:
NOT	@USER Anyone else think that Franken resigned over way more than what we actually witnessed and heard?
OFF	@USER @USER A horrendous act of course Conservatives lie like they breath and are just generally awful human beings I don’t doubt the victims story even a tiny bit
NOT	you are probably wondering why we was frontin about them I forgot to add that my father told us that their grandparents were coming over to check on us AND they never did for the whole day but they decided to do it now So we forgot) We ran as fast as we could to the house :face with tears of joy: URL
NOT	@USER My sister and her husband have been married 60 years as of next week She is a tough act to follow my first marriage ended after 7)
OFF	@USER @USER @USER Gun control has everything to do with punishing conservatives
NOT	#Tories #Labour #GE2017 #Conservatives Conservatives URL introducing new laws for small businesses that will: :heavy check mark: Help the UK’s 5 7m small businesses access finances easier :heavy check mark: Provide a £1bn long-term boost to the economy We  URL
OFF	@USER @USER @USER @USER Okay that s enough with the A and C shit They dont care and neither should we
NOT	@USER SUCH SUPPORT SPOOKY AT MY LOWEST MOMENT
NOT	@USER but you ARE the coolest dude
NOT	@USER We do have a few outages reported in Toronto Here s a link to our outage map to see if you are in one of the defined spots - URL -SC
NOT	@USER You can’t pretend to care about women when only those attacking conservatives count Got it? :clapping hands::clapping hands::clapping hands: :zany face:
OFF	@USER Yeah no batman made him eat a rat and be was mostly like yo fuck this guy hes not cool hes a lunatic until dick also wants to get violent
NOT	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER More people scared of what the Liberals will think and say about them This is rampant around conservatives The only ones who ever stopped giving them that power were the Trump movement and they absolutely won everything including the internets
NOT	@USER Do you support our POTUS? Please help by retweeting and following after voting ) Follow Follow Follow :face blowing a kiss: #maga #kag #trump
OFF	@USER I dont think at your job is the place to protest perceived police violence or whatever you are protesting If you really cared go to your local PD and protest there taking a knee at a ballgame on your job doesnt take guts and only makes you look ignorant
NOT	Elizabeth Warren Fundraises off Sexual Misconduct Allegation Against Kavanaugh URL via @USER
NOT	@USER Wont matter to me Cannot stand all those holier than thou liberals- somebody told them society beloeve they are brilliant experts on politics- hehe- :face vomiting:
OFF	@USER Hopefully she beats the shit out of the chair ump in Australia to really show them
NOT	@USER Wow Wonder what he is doing?
NOT	@USER I said the same thing today lol
NOT	@USER He ll be in the loony bin by then
NOT	@USER 2018-09-14 23:57 Congratulations You are on no blocklists that we can find by scraping publicly available blocktogether lists Please check my follows for people incorrectly blocked - URL
NOT	@USER Yes he is But he still won t be fired
NOT	: Conservatives and republicans alike should recieve AND GIVE forgiveness Gimme peace fam
NOT	@USER If you are into comedy movies the galpal flick Bookclub is both funny and heartwarming Diane Keaton Jane Fonda Candice Bergun and Mary Steamburgen are just part of the fantastic cast Made me laugh from beginning to end
NOT	@USER @USER Milk is meant for calves not humans Give your head a wobble
NOT	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Listen people Queen is right This is not a game this is war :backhand index pointing up::backhand index pointing up::backhand index pointing up::backhand index pointing up::backhand index pointing up::collision::collision::pouting face::pouting face::pouting face::pouting face: URL
NOT	@USER You are going to become of KOD just like the famous @USER
NOT	@USER @USER @USER I don’t think he is a sociopath I think he knows what he did and he knows he is lying
NOT	$$$$:heavy minus sign::backhand index pointing right dark skin tone:Gun Control Groups Putting Millions Into Elections URL
NOT	@USER Which blood if you like baff in the blood you dun see am Breez and nips is that you are looking ehen that one you just looked at nao ehen :grinning squinting face::grinning face with sweat:
OFF	@USER I ll bow out of this one I was gonna reply but no matter how I worded it it sounded liketake the camera and shove it up your ass lol
OFF	@USER Behind bars with a orange jumpsuit for all her crimes dating back to Arkansas along with Billy  Globalist deplorable she is  Karma is a bitc- and it needs to call on Killary this year for sure Time to pay your dues Hillary Rodham Clinton Lucerferian
NOT	@USER Why do affluent liberals like Cooper who claim to support diversity usually live in areas without much diversity?
OFF	@USER I don’t trust Kanye right now I might not like that shit
OFF	Shits about to Hit the Fan #MAGA URL
NOT	Calm down you loon Kavanaugh is already confirmed and you know it Make plans for alternate employment after the #TrumpTrain2020 train disembowels the #Democrat party in this country Starting with removing #RoeVWade then #BuildTheWall then #MAGA URL
NOT	@USER Yes he is :face with tears of joy::face with tears of joy: shhh
NOT	@USER @USER @USER @USER Well you are wrong Avenatti may not like Trump as most people don’t But he has made things better for his client and that what he is paid for
NOT	ANGELINA IS SO FUNNY AT RHE WRONG TIMES IMNGONNA SHOOT THIS BITCH UPPDOALS
OFF	@USER @USER i lost my shit and everyone in class is judging me lmao
OFF	@USER @USER And don’t forget #supplymanagement He has been stubbornly clinging to that that tax It also distorts all of international trade deals Just makes life less affordable for the average working family Only the Liberals
NOT	@USER @USER You are a nut
OFF	@USER Yeah and what’s the point of this article? Trying to demonize him for meeting with lawyers? He has a right to defend his character He also has the right to file a defamation of character case against this woman and Sen Feinstein Democrats liberals are pathetic #Ridiculous
NOT	@USER Heard Jeff Hardy thought that the Stoneman Douglas victims were right and that gun control should be improved in the USA which pissed off Randy
NOT	@USER She is 18 :face with tears of joy::face with tears of joy::face with tears of joy:
NOT	Lots of info coming out today #PatriotsUnite #PatriotsFight #WWG1WGA #GrowTheNetwork #MakeAmericaGreatAgain #KeepAmericaGreat #TheGreatAwakening #TheStormIsUponUs #TheEyeOfTheStorm #MAGA #KAG #ILoveAmerica @USER :hundred points::United States::eagle: @USER URL
NOT	@USER YAYYYYY LOVE U GUYS SM
NOT	@USER I’m so sorry for what you are dealing with Hope the next place will be much better :smiling face with smiling eyes:
OFF	@USER :clapping hands light skin tone: good job sarcasm) Also great they have gun control laws it’s saving lives More sarcasm)
NOT	@USER @USER Gunslinger Girl USA Gunslinger · 2017-08-12 23:50:56 RETWEET if you think that Antifa is a domestic terrorist organization Nou nou wat een desinfo
NOT	@USER His endorsement of Cindy Hyde Smith is a major disconnect She s a former Democrat with a shady gun control past
NOT	i can t talk to anyone so if i answered your message you are so special for me
OFF	@USER #DearProfessorFord I want you to know that I have zero respect for you  amp; your ANTIFA style attack on Kavanaugh You thought you were going to drop a bomb with your face covered  amp; blow up a good man s life You have been exposed for the political hack that you are Shame on you
NOT	@USER @USER Why did Feinstein NOT come forward with that letter 6 weeks ago then? No need then to question him way back then? LOL you liberals are very funny I am sure the #MeToo movement appreciates the set back you all just gave it
OFF	@USER @USER Scaramucci cashing in on The Donald Taking those blue collar folks for every last penny LMAO at the #MAGA folks Suckers
NOT	@USER Agreed Bring your dollar bills
